n_nodes,minDegMAP,minFillMAP,randMAP,minDegMPE,minFillMPE,randMPE
10,0.07544684410095215,0.07263016700744629,None,0.10000252723693848,0.09834074974060059,0.09993267059326172
10,None,None,None,None,None,None
10,0.08505725860595703,0.09199810028076172,None,0.10200238227844238,0.10699772834777832,0.10300016403198242
10,0.07269477844238281,0.08626246452331543,0.07179808616638184,0.09700202941894531,0.09316062927246094,0.09760355949401855
10,None,None,None,None,None,None
10,0.074676513671875,0.07491707801818848,0.0815579891204834,0.08934497833251953,0.09135293960571289,0.09837007522583008
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,0.06181073188781738,0.06317520141601562,0.059112548828125,0.08667755126953125,0.08856654167175293,0.08588051795959473
10,0.06450819969177246,0.0663905143737793,0.0695500373840332,0.08594965934753418,0.08774590492248535,0.08570551872253418
10,0.06595706939697266,0.1050710678100586,0.07499957084655762,0.08543872833251953,0.0844414234161377,0.0807030200958252
10,0.06091809272766113,0.06215310096740723,0.05997514724731445,0.09492802619934082,0.09548115730285645,0.09659576416015625
10,0.059892892837524414,0.061339378356933594,0.0637063980102539,0.08554625511169434,0.08316993713378906,0.08322572708129883
10,0.06382441520690918,0.06496763229370117,0.06293129920959473,0.08233404159545898,0.08611583709716797,0.08606863021850586
10,0.06416010856628418,0.0669698715209961,0.06278681755065918,0.08259868621826172,0.08040714263916016,0.08486318588256836
10,0.058835506439208984,0.059992074966430664,0.061051368713378906,0.08129119873046875,0.08321690559387207,0.08910441398620605
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,0.05979418754577637,0.060723304748535156,0.060039520263671875,0.08923697471618652,0.09087085723876953,0.09934186935424805
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,0.06653761863708496,0.06157708168029785,0.06405949592590332,0.09736084938049316,0.09283638000488281,0.09213590621948242
10,None,None,None,None,None,None
10,0.058181047439575195,0.0570068359375,0.05707573890686035,0.08474445343017578,0.09020757675170898,0.0845949649810791
10,0.06273937225341797,0.06111598014831543,0.06506037712097168,0.08283329010009766,0.0803065299987793,0.0811910629272461
10,None,None,None,None,None,None
10,0.060716867446899414,0.06277036666870117,0.06255435943603516,0.0876772403717041,0.08163785934448242,0.08327722549438477
10,None,None,None,None,None,None
10,0.06451821327209473,0.06568408012390137,0.05909395217895508,0.08136892318725586,0.08061623573303223,0.08683371543884277
10,0.0641336441040039,0.06422734260559082,0.061372995376586914,0.08324551582336426,0.08496975898742676,0.08553385734558105
10,0.06214332580566406,0.05961751937866211,0.06103706359863281,0.08645272254943848,0.08204364776611328,0.08400249481201172
10,0.0580449104309082,0.05975461006164551,0.05794119834899902,0.08385086059570312,0.0869441032409668,0.08331775665283203
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,0.058226823806762695,0.057547569274902344,0.060415029525756836,0.08308196067810059,0.08232665061950684,0.09039640426635742
10,0.07658028602600098,0.0663292407989502,0.05898237228393555,0.08198809623718262,0.08516287803649902,0.08621883392333984
10,0.05754899978637695,0.058801889419555664,0.06317019462585449,0.09918665885925293,0.09093284606933594,0.08471274375915527
10,None,None,None,None,None,None
10,0.06798696517944336,0.06521987915039062,0.06424903869628906,0.09375166893005371,0.09693336486816406,0.08915495872497559
10,0.06258153915405273,0.06305503845214844,0.0623323917388916,0.0819101333618164,0.08072209358215332,0.0834355354309082
10,0.0566256046295166,0.05954313278198242,0.05707573890686035,0.08503937721252441,0.08517765998840332,0.0845494270324707
10,None,None,None,None,None,None
10,0.06896734237670898,0.07030916213989258,0.06547760963439941,0.08766865730285645,0.09068417549133301,0.09041213989257812
10,0.058150529861450195,0.05800890922546387,0.061118125915527344,0.08569526672363281,0.08711361885070801,0.08834624290466309
10,None,None,None,None,None,None
10,None,None,None,None,None,None
10,0.06718921661376953,0.10926389694213867,0.07699918746948242,0.09682893753051758,0.09876370429992676,0.10116171836853027
10,0.06507635116577148,0.06675553321838379,0.06532716751098633,0.0855855941772461,0.08811092376708984,0.08356976509094238
